context	direction	GO_ID	GO_term	observed_hits	observed_genes	null_mean_hits	null_sd	fold_vs_window_null	empirical_p	null_ge_observed	n_observed_genes	nperm	FDR_BH
CG	loss	GO:0006399	tRNA metabolic process	4	AT1G10490;AT4G39280;AT5G38830;AT5G49030	15.51	3.3955706442363995	0.2578981302385558	1.0	200	592	200	1.0
CG	loss	GO:0006401	RNA catabolic process	4	AT1G77680;AT2G39260;AT4G03110;AT5G14580	9.035	2.7520492364781552	0.44272274488101826	0.9950248756218906	199	592	200	1.0
CG	loss	GO:0006402	mRNA catabolic process	4	AT1G77680;AT2G39260;AT4G03110;AT5G14580	7.365	2.476242112556847	0.5431093007467753	0.9402985074626866	188	592	200	1.0
CG	loss	GO:0006412	translation	12	AT2G07715;AT2G39140;AT3G10950;AT3G44890;AT3G46610;AT4G29060;AT4G34110;AT4G39280;AT5G27640;AT5G38830;AT5G49030;AT5G64140	30.635	5.110946585516225	0.39170882976987104	1.0	200	592	200	1.0
CG	loss	GO:0006413	translational initiation	3	AT3G46610;AT4G34110;AT5G27640	4.125	1.77464785239213	0.7272727272727273	0.8258706467661692	165	592	200	1.0
CG	loss	GO:0006417	regulation of translation	4	AT3G46610;AT3G58110;AT3G59410;AT4G34110	5.885	2.1706623413142827	0.6796941376380629	0.9054726368159204	181	592	200	1.0
CG	loss	GO:0006418	tRNA aminoacylation for protein translation	3	AT4G39280;AT5G38830;AT5G49030	7.215	2.355583791759486	0.4158004158004158	0.9800995024875622	196	592	200	1.0
CG	loss	GO:0006457	protein folding	4	AT2G32120;AT2G40130;AT4G30350;AT5G51070	14.06	3.5646037647963027	0.28449502133712656	1.0	200	592	200	1.0
CG	loss	GO:0006468	protein phosphorylation	9	AT2G01830;AT2G05940;AT3G05840;AT3G17850;AT3G59410;AT4G01370;AT4G08920;AT4G20940;AT5G41990	18.89	4.080183819388533	0.47644256220222336	1.0	200	592	200	1.0
CG	loss	GO:0006508	proteolysis	12	AT1G63770;AT2G04160;AT2G07200;AT2G27920;AT2G29080;AT3G42550;AT4G21630;AT5G24350;AT5G28550;AT5G36180;AT5G44530;AT5G58870	36.045	5.061914163634148	0.3329171868497711	1.0	200	592	200	1.0
CG	loss	GO:0006511	ubiquitin-dependent protein catabolic process	12	AT1G09060;AT1G13060;AT1G65350;AT1G74770;AT2G30110;AT3G02540;AT3G09840;AT3G22110;AT4G05490;AT4G07400;AT5G53300;AT5G64760	23.36	4.268536048811119	0.5136986301369864	1.0	200	592	200	1.0
CG	loss	GO:0006520	amino acid metabolic process	8	AT4G14880;AT4G33010;AT4G39280;AT5G04230;AT5G28030;AT5G35630;AT5G38830;AT5G49030	34.76	5.247132550260194	0.23014959723820486	1.0	200	592	200	1.0
CG	loss	GO:0006629	lipid metabolic process	20	AT1G15080;AT1G30040;AT1G44090;AT1G76690;AT1G78500;AT2G01900;AT2G15090;AT2G33380;AT2G34770;AT3G22960;AT3G25110;AT3G29110;AT3G29190;AT3G43220;AT3G45140;AT4G00550;AT4G10955;AT4G18550;AT4G27030;AT4G30580	82.75	7.669908734789503	0.24169184290030213	1.0	200	592	200	1.0
CG	loss	GO:0006631	fatty acid metabolic process	7	AT1G76690;AT2G15090;AT2G33380;AT2G34770;AT3G25110;AT3G45140;AT4G27030	22.15	3.9582192966029655	0.3160270880361174	1.0	200	592	200	1.0
CG	loss	GO:0006633	fatty acid biosynthetic process	6	AT1G76690;AT2G15090;AT2G33380;AT3G25110;AT3G45140;AT4G27030	13.33	3.1434217025400844	0.450112528132033	1.0	200	592	200	1.0
CG	loss	GO:0006644	phospholipid metabolic process	5	AT1G15080;AT2G01900;AT3G43220;AT4G27030;AT4G30580	24.04	4.569288784920466	0.2079866888519135	1.0	200	592	200	1.0
CG	loss	GO:0006650	glycerophospholipid metabolic process	4	AT2G01900;AT3G43220;AT4G27030;AT4G30580	17.945	3.559771762346566	0.22290331568682084	1.0	200	592	200	1.0
CG	loss	GO:0006720	isoprenoid metabolic process	5	AT1G30040;AT1G44090;AT1G78500;AT3G29110;AT3G29190	17.345	3.672325557463553	0.28826751225136926	1.0	200	592	200	1.0
CG	loss	GO:0006721	terpenoid metabolic process	5	AT1G30040;AT1G44090;AT1G78500;AT3G29110;AT3G29190	15.19	3.308156586378585	0.32916392363396973	1.0	200	592	200	1.0
CG	loss	GO:0006753	nucleoside phosphate metabolic process	12	AT1G08200;AT2G02220;AT2G36460;AT3G06650;AT3G10370;AT3G22960;AT4G08920;AT4G12440;AT4G26520;AT4G32840;AT5G35790;AT5G61580	30.835	5.135929808710388	0.3891681530728069	1.0	200	592	200	1.0
CG	loss	GO:0006790	sulfur compound metabolic process	9	AT1G59870;AT1G74090;AT2G22840;AT3G06650;AT3G09270;AT4G14880;AT5G04590;AT5G28030;AT5G48180	24.56	4.541629663457832	0.36644951140065146	1.0	200	592	200	1.0
CG	loss	GO:0006793	phosphorus metabolic process	18	AT1G08200;AT1G15080;AT2G01900;AT2G02220;AT2G36460;AT3G06650;AT3G10370;AT3G22960;AT3G43220;AT4G08920;AT4G12440;AT4G26520;AT4G27030;AT4G30580;AT4G32840;AT5G20990;AT5G35790;AT5G61580	59.115	6.954263081017273	0.304491245876681	1.0	200	592	200	1.0
CG	loss	GO:0006796	phosphate-containing compound metabolic process	13	AT2G01830;AT2G01900;AT2G05940;AT3G05840;AT3G06580;AT3G17850;AT3G43220;AT3G59410;AT4G01370;AT4G03415;AT4G08920;AT4G20940;AT5G41990	26.985	4.992471832669671	0.4817491198814156	1.0	200	592	200	1.0
CG	loss	GO:0006810	transport	63	AT1G27940;AT1G28010;AT1G28560;AT1G30420;AT1G30450;AT1G32450;AT1G52360;AT1G54115;AT1G59870;AT1G62020;AT1G67930;AT1G68110;AT1G70610;AT1G71870;AT1G72560;AT1G73220;AT1G74770;AT2G01830;AT2G01950;AT2G07681;AT2G07695;AT2G13650;AT2G16980;AT2G19710;AT2G25350;AT2G28170;AT2G34660;AT2G48130;AT3G03620;AT3G13710;AT3G16310;AT3G28345;AT3G30842;AT3G55740;AT4G01810;AT4G02510;AT4G04340;AT4G08300;AT4G08920;AT4G13590;AT4G23640;AT4G24715;AT4G27040;AT4G29380;AT4G31480;AT5G12350;AT5G13550;AT5G19980;AT5G21990;AT5G24030;AT5G24350;AT5G24740;AT5G26700;AT5G27360;AT5G35200;AT5G37500;AT5G41610;AT5G41800;AT5G49630;AT5G52270;AT5G53550;AT5G58180;AT5G62290	219.795	12.571514427466722	0.28663072408380535	1.0	200	592	200	1.0
CG	loss	GO:0006811	monoatomic ion transport	15	AT1G30450;AT1G32450;AT1G54115;AT1G59870;AT1G74770;AT2G07681;AT2G07695;AT2G28170;AT4G04340;AT4G13590;AT4G23640;AT5G24030;AT5G37500;AT5G41610;AT5G62290	50.455	6.591507794124232	0.2972946189673967	1.0	200	592	200	1.0
CG	loss	GO:0006812	monoatomic cation transport	12	AT1G32450;AT1G54115;AT1G59870;AT1G74770;AT2G07681;AT2G07695;AT2G28170;AT4G04340;AT4G13590;AT4G23640;AT5G37500;AT5G41610	43.93	6.139633539552659	0.27316184839517416	1.0	200	592	200	1.0
CG	loss	GO:0006813	potassium ion transport	3	AT1G32450;AT4G23640;AT5G37500	9.345	2.8785369547740705	0.32102728731942215	0.9950248756218906	199	592	200	1.0
CG	loss	GO:0006820	monoatomic anion transport	3	AT1G30450;AT5G24030;AT5G62290	4.095	2.0581484397389804	0.7326007326007327	0.7711442786069652	154	592	200	1.0
CG	loss	GO:0006821	chloride transport	3	AT1G30450;AT5G24030;AT5G62290	1.605	1.2723894843954033	1.8691588785046729	0.23383084577114427	46	592	200	1.0
CG	loss	GO:0006865	amino acid transport	3	AT3G55740;AT5G41800;AT5G49630	4.785	2.002192548183116	0.6269592476489028	0.8855721393034826	177	592	200	1.0
CG	loss	GO:0006873	intracellular monoatomic ion homeostasis	4	AT1G74770;AT4G08920;AT5G24030;AT5G24270	13.2	3.6124783736376904	0.30303030303030304	1.0	200	592	200	1.0
CG	loss	GO:0006886	intracellular protein transport	4	AT1G52360;AT1G62020;AT4G01810;AT4G31480	28.52	4.997959583670121	0.1402524544179523	1.0	200	592	200	1.0
CG	loss	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	4	AT1G62020;AT4G01810;AT5G24350;AT5G52270	5.16	2.2703303724348136	0.7751937984496123	0.7611940298507462	152	592	200	1.0
CG	loss	GO:0006950	response to stress	94	AT1G03190;AT1G15020;AT1G16900;AT1G20620;AT1G20780;AT1G30040;AT1G30870;AT1G49300;AT1G52940;AT1G53240;AT1G53310;AT1G53840;AT1G55870;AT1G58390;AT1G59870;AT1G65990;AT1G66730;AT1G68110;AT1G70840;AT1G71930;AT1G76690;AT1G77320;AT2G01830;AT2G01900;AT2G02220;AT2G05940;AT2G13650;AT2G17690;AT2G22840;AT2G25170;AT2G32120;AT2G33380;AT2G36460;AT2G37230;AT2G39260;AT2G40130;AT2G42430;AT2G43430;AT3G02540;AT3G06850;AT3G09840;AT3G15840;AT3G16840;AT3G23100;AT3G43920;AT3G45140;AT3G46510;AT3G47450;AT3G48360;AT3G59410;AT3G61050;AT4G00550;AT4G01370;AT4G03110;AT4G04340;AT4G04810;AT4G04920;AT4G08920;AT4G11600;AT4G14276;AT4G16860;AT4G16890;AT4G19020;AT4G19510;AT4G19520;AT4G22470;AT4G24770;AT4G26520;AT4G35970;AT4G36020;AT5G04230;AT5G04590;AT5G06730;AT5G08055;AT5G08315;AT5G16910;AT5G20320;AT5G21100;AT5G24030;AT5G24270;AT5G28030;AT5G37500;AT5G39770;AT5G42340;AT5G43710;AT5G45240;AT5G45900;AT5G51890;AT5G52605;AT5G53120;AT5G53450;AT5G54610;AT5G57160;AT5G64120	299.595	13.026165015075662	0.313756905155293	1.0	200	592	200	1.0
CG	loss	GO:0006952	defense response	34	AT1G52940;AT1G58390;AT1G59870;AT1G68110;AT1G70840;AT1G71930;AT2G01830;AT2G02220;AT2G05940;AT2G13650;AT2G33380;AT2G39260;AT3G43920;AT3G46510;AT4G01370;AT4G03110;AT4G14276;AT4G16860;AT4G16890;AT4G19510;AT4G19520;AT4G22470;AT4G24770;AT5G04230;AT5G08055;AT5G08315;AT5G20320;AT5G42340;AT5G45240;AT5G45900;AT5G52605;AT5G53120;AT5G54610;AT5G64120	96.225	8.832008548456033	0.3533385294881788	1.0	200	592	200	1.0
CG	loss	GO:0006955	immune response	7	AT1G59870;AT2G02220;AT3G43920;AT4G03110;AT4G24770;AT5G20320;AT5G54610	18.89	4.139794680899042	0.37056643726839594	1.0	200	592	200	1.0
CG	loss	GO:0006970	response to osmotic stress	20	AT1G15020;AT1G20780;AT1G49300;AT1G55870;AT1G59870;AT2G01830;AT2G01900;AT2G33380;AT2G43430;AT3G47450;AT3G48360;AT3G61050;AT4G01370;AT4G04340;AT4G04920;AT4G36020;AT5G21100;AT5G24030;AT5G24270;AT5G53450	54.215	6.250501979841277	0.3689015954994005	1.0	200	592	200	1.0
CG	loss	GO:0006974	DNA damage response	7	AT1G03190;AT1G66730;AT1G77320;AT3G02540;AT3G23100;AT5G39770;AT5G57160	35.23	5.35136431202363	0.19869429463525407	1.0	200	592	200	1.0
CG	loss	GO:0006979	response to oxidative stress	17	AT1G20620;AT1G30870;AT1G49300;AT1G65990;AT1G66730;AT3G09840;AT3G47450;AT3G48360;AT4G04810;AT4G08920;AT4G11600;AT4G35970;AT5G06730;AT5G21100;AT5G28030;AT5G51890;AT5G64120	36.07	5.402323574166945	0.47130579428888275	1.0	200	592	200	1.0
CG	loss	GO:0006996	organelle organization	26	AT1G17580;AT1G20830;AT1G24490;AT1G64740;AT1G64810;AT1G66345;AT1G77320;AT2G39140;AT3G07160;AT3G46000;AT3G46610;AT3G47450;AT4G01370;AT4G13370;AT4G21270;AT4G26455;AT4G32200;AT5G12150;AT5G17410;AT5G23120;AT5G23610;AT5G37630;AT5G38150;AT5G39770;AT5G48360;AT5G58180	113.01	8.522317759858412	0.23006813556322447	1.0	200	592	200	1.0
CG	loss	GO:0007010	cytoskeleton organization	8	AT1G17580;AT1G64740;AT3G46000;AT4G01370;AT4G13370;AT4G21270;AT5G17410;AT5G48360	33.51	5.0049875124719545	0.23873470605789318	1.0	200	592	200	1.0
CG	loss	GO:0007015	actin filament organization	3	AT1G17580;AT3G46000;AT5G48360	11.835	2.969473859120498	0.25348542458808615	1.0	200	592	200	1.0
CG	loss	GO:0007017	microtubule-based process	8	AT1G64740;AT1G72250;AT3G16060;AT4G01370;AT4G13370;AT4G21270;AT5G17410;AT5G27950	27.235	4.543101913890991	0.29373967321461353	1.0	200	592	200	1.0
CG	loss	GO:0007018	microtubule-based movement	4	AT1G72250;AT3G16060;AT4G21270;AT5G27950	12.315	3.029154172372218	0.32480714575720665	1.0	200	592	200	1.0
CG	loss	GO:0007049	cell cycle	15	AT1G28560;AT1G77320;AT2G38195;AT2G41670;AT3G07160;AT4G01370;AT4G08630;AT4G21270;AT4G32200;AT5G12150;AT5G23610;AT5G26290;AT5G37630;AT5G39770;AT5G57790	44.705	5.7155905206723885	0.3355329381500951	1.0	200	592	200	1.0
CG	loss	GO:0007059	chromosome segregation	3	AT4G21270;AT4G32200;AT5G37630	11.245	2.548524082680015	0.2667852378835038	1.0	200	592	200	1.0
CG	loss	GO:0007127	meiosis I	3	AT4G32200;AT5G23610;AT5G39770	7.97	2.412281078149892	0.3764115432873275	0.9850746268656716	197	592	200	1.0
CG	loss	GO:0007154	cell communication	41	AT1G03930;AT1G21230;AT1G49190;AT1G54830;AT1G59870;AT1G64480;AT1G78540;AT2G01830;AT2G01950;AT2G05117;AT2G23460;AT2G25170;AT2G36460;AT2G39260;AT3G23110;AT3G25170;AT3G28970;AT3G46510;AT3G48360;AT3G57040;AT4G01370;AT4G02510;AT4G04920;AT4G08920;AT4G13590;AT4G14940;AT4G15735;AT4G16295;AT4G16860;AT4G16890;AT4G19510;AT4G19520;AT4G20940;AT5G01770;AT5G02810;AT5G11410;AT5G12150;AT5G20990;AT5G24270;AT5G42340;AT5G45240	118.185	10.375007228913049	0.34691373693785166	1.0	200	592	200	1.0
CG	loss	GO:0007165	signal transduction	39	AT1G03930;AT1G21230;AT1G49190;AT1G54830;AT1G59870;AT1G64480;AT1G78540;AT2G01830;AT2G01950;AT2G05117;AT2G23460;AT2G25170;AT2G36460;AT2G39260;AT3G23110;AT3G25170;AT3G28970;AT3G46510;AT3G48360;AT3G57040;AT4G01370;AT4G02510;AT4G04920;AT4G08920;AT4G13590;AT4G14940;AT4G15735;AT4G16860;AT4G16890;AT4G19510;AT4G19520;AT4G20940;AT5G01770;AT5G02810;AT5G12150;AT5G20990;AT5G24270;AT5G42340;AT5G45240	112.67	9.946411413167965	0.3461436052187805	1.0	200	592	200	1.0
CG	loss	GO:0007166	cell surface receptor signaling pathway	4	AT1G21230;AT2G01950;AT3G46510;AT5G42340	11.44	3.1632894271628094	0.3496503496503497	1.0	200	592	200	1.0
CG	loss	GO:0007275	multicellular organism development	71	AT1G17110;AT1G17580;AT1G20780;AT1G27940;AT1G28420;AT1G28560;AT1G32450;AT1G53310;AT1G54115;AT1G54830;AT1G59870;AT1G63450;AT1G66730;AT1G67990;AT1G71866;AT1G72560;AT1G73220;AT1G75390;AT1G77980;AT2G01830;AT2G01950;AT2G02240;AT2G04160;AT2G22840;AT2G25170;AT2G25420;AT2G27380;AT2G38195;AT2G41670;AT2G42430;AT2G42600;AT2G48130;AT3G07160;AT3G11964;AT3G15354;AT3G22760;AT3G22960;AT3G46330;AT3G47450;AT3G48360;AT3G57390;AT4G01370;AT4G01810;AT4G04920;AT4G08920;AT4G09960;AT4G11110;AT4G13610;AT4G21060;AT4G23640;AT4G24660;AT4G29380;AT4G30080;AT4G30580;AT4G31160;AT5G11420;AT5G12350;AT5G16910;AT5G17410;AT5G20320;AT5G23150;AT5G24740;AT5G26290;AT5G37020;AT5G41990;AT5G45140;AT5G45900;AT5G49030;AT5G53550;AT5G55250;AT5G57790	256.885	13.104265526919018	0.276388267123421	1.0	200	592	200	1.0
CG	loss	GO:0007276	gamete generation	4	AT1G77320;AT3G07160;AT4G01370;AT4G21270	7.69	2.324629002658274	0.5201560468140441	0.9701492537313433	194	592	200	1.0
CG	loss	GO:0007389	pattern specification process	7	AT1G28560;AT2G01950;AT3G22760;AT4G30080;AT5G20320;AT5G24740;AT5G55250	24.155	4.269774584214012	0.2897950734837508	1.0	200	592	200	1.0
CG	loss	GO:0007623	circadian rhythm	6	AT3G48360;AT3G57040;AT4G04920;AT4G08920;AT4G30350;AT5G02810	13.335	3.3380795376982815	0.44994375703037115	0.9950248756218906	199	592	200	1.0
CG	loss	GO:0008104	intracellular protein localization	9	AT1G24490;AT1G52360;AT1G62020;AT2G19710;AT2G25350;AT4G01810;AT4G02510;AT4G31480;AT5G24350	47.61	5.9906510497608	0.1890359168241966	1.0	200	592	200	1.0
CG	loss	GO:0008152	metabolic process	226	AT1G03190;AT1G03475;AT1G04390;AT1G04950;AT1G05490;AT1G05570;AT1G06670;AT1G08200;AT1G09060;AT1G10490;AT1G11590;AT1G13060;AT1G15080;AT1G16710;AT1G16900;AT1G17110;AT1G17150;AT1G20620;AT1G20780;AT1G23780;AT1G28560;AT1G30040;AT1G30870;AT1G31740;AT1G44090;AT1G53240;AT1G53310;AT1G53840;AT1G56610;AT1G58370;AT1G59870;AT1G61810;AT1G62910;AT1G62930;AT1G63450;AT1G63770;AT1G64810;AT1G65130;AT1G65350;AT1G66345;AT1G66730;AT1G67140;AT1G67990;AT1G71930;AT1G74090;AT1G74230;AT1G74770;AT1G76690;AT1G77130;AT1G77680;AT1G78500;AT2G01830;AT2G01900;AT2G02220;AT2G04160;AT2G05940;AT2G07200;AT2G07695;AT2G07715;AT2G07718;AT2G15090;AT2G15470;AT2G19800;AT2G22840;AT2G27920;AT2G28470;AT2G29080;AT2G30110;AT2G30210;AT2G30920;AT2G32120;AT2G32860;AT2G33380;AT2G34770;AT2G36460;AT2G36710;AT2G37090;AT2G38195;AT2G39090;AT2G39140;AT2G39260;AT2G39620;AT2G40130;AT2G42600;AT2G43430;AT2G44470;AT2G44570;AT3G02540;AT3G05840;AT3G06580;AT3G06650;AT3G07160;AT3G09270;AT3G09840;AT3G10370;AT3G10900;AT3G10950;AT3G11964;AT3G14570;AT3G15840;AT3G16680;AT3G16840;AT3G17850;AT3G19040;AT3G19840;AT3G22110;AT3G22960;AT3G23100;AT3G23410;AT3G24200;AT3G25110;AT3G26380;AT3G27980;AT3G29110;AT3G29190;AT3G29740;AT3G42550;AT3G43220;AT3G43920;AT3G44890;AT3G45140;AT3G45940;AT3G46510;AT3G46610;AT3G47450;AT3G48360;AT3G58110;AT3G59100;AT3G59410;AT3G60140;AT3G60750;AT4G00550;AT4G01370;AT4G02130;AT4G03110;AT4G03415;AT4G03930;AT4G04810;AT4G05490;AT4G07400;AT4G08920;AT4G09740;AT4G10955;AT4G12440;AT4G13210;AT4G13760;AT4G14365;AT4G14880;AT4G14940;AT4G18550;AT4G20940;AT4G21060;AT4G21280;AT4G21630;AT4G23560;AT4G24010;AT4G24770;AT4G26520;AT4G27030;AT4G27570;AT4G28850;AT4G29060;AT4G29380;AT4G29740;AT4G30210;AT4G30350;AT4G30580;AT4G31160;AT4G32370;AT4G32840;AT4G33010;AT4G33330;AT4G34110;AT4G34230;AT4G39280;AT5G04230;AT5G04590;AT5G05460;AT5G06730;AT5G13230;AT5G14580;AT5G16910;AT5G20320;AT5G20330;AT5G20990;AT5G21100;AT5G23150;AT5G23610;AT5G23880;AT5G24350;AT5G27410;AT5G27640;AT5G27870;AT5G28030;AT5G28550;AT5G35630;AT5G35790;AT5G36180;AT5G38450;AT5G38830;AT5G39770;AT5G39920;AT5G41990;AT5G42260;AT5G42340;AT5G43710;AT5G44530;AT5G45140;AT5G45900;AT5G48180;AT5G49010;AT5G49030;AT5G51070;AT5G51890;AT5G52040;AT5G53120;AT5G53300;AT5G55250;AT5G57035;AT5G57160;AT5G58870;AT5G61580;AT5G62290;AT5G64120;AT5G64140;AT5G64760	648.89	16.9719739570877	0.3482870748508992	1.0	200	592	200	1.0
CG	loss	GO:0008219	cell death	3	AT1G59870;AT4G03110;AT4G08920	11.03	3.199859371909963	0.271985494106981	0.9950248756218906	199	592	200	1.0
CG	loss	GO:0008299	isoprenoid biosynthetic process	5	AT1G30040;AT1G44090;AT1G78500;AT3G29110;AT3G29190	13.615	3.349145413385333	0.3672420124862284	1.0	200	592	200	1.0
CG	loss	GO:0008361	regulation of cell size	3	AT1G27940;AT2G25170;AT5G62290	3.0	1.5	1.0	0.6169154228855721	123	592	200	1.0
CG	loss	GO:0008380	RNA splicing	5	AT1G64810;AT1G66345;AT3G19840;AT5G52040;AT5G62290	19.915	3.7679934978712524	0.2510670348983179	1.0	200	592	200	1.0
CG	loss	GO:0008610	lipid biosynthetic process	14	AT1G30040;AT1G44090;AT1G76690;AT1G78500;AT2G15090;AT2G33380;AT3G25110;AT3G29110;AT3G29190;AT3G43220;AT3G45140;AT4G00550;AT4G27030;AT4G30580	50.205	5.838062606721536	0.27885668758091825	1.0	200	592	200	1.0
CG	loss	GO:0009056	catabolic process	53	AT1G09060;AT1G11590;AT1G13060;AT1G16900;AT1G20620;AT1G30040;AT1G30870;AT1G53840;AT1G58370;AT1G59870;AT1G65350;AT1G74770;AT1G77680;AT2G19800;AT2G30110;AT2G30210;AT2G36460;AT2G36710;AT2G39260;AT2G43430;AT3G02540;AT3G09270;AT3G09840;AT3G10370;AT3G10900;AT3G22110;AT3G22960;AT3G27980;AT4G03110;AT4G03930;AT4G05490;AT4G07400;AT4G13210;AT4G18550;AT4G26520;AT4G29380;AT4G29740;AT4G32840;AT4G33010;AT5G04230;AT5G06730;AT5G14580;AT5G21100;AT5G27870;AT5G39770;AT5G43710;AT5G45900;AT5G48180;AT5G51890;AT5G53300;AT5G61580;AT5G64120;AT5G64760	103.015	9.177950479273726	0.5144881813328156	1.0	200	592	200	1.0
CG	loss	GO:0009057	macromolecule catabolic process	28	AT1G09060;AT1G11590;AT1G13060;AT1G16900;AT1G53840;AT1G58370;AT1G65350;AT1G74770;AT1G77680;AT2G30110;AT2G36710;AT2G39260;AT3G02540;AT3G09840;AT3G10900;AT3G22110;AT3G27980;AT4G03110;AT4G03930;AT4G05490;AT4G07400;AT4G13210;AT5G14580;AT5G27870;AT5G39770;AT5G43710;AT5G53300;AT5G64760	54.85	6.871499108637048	0.5104831358249772	1.0	200	592	200	1.0
CG	loss	GO:0009058	biosynthetic process	98	AT1G03475;AT1G04950;AT1G05490;AT1G05570;AT1G08200;AT1G10490;AT1G16900;AT1G28560;AT1G30040;AT1G44090;AT1G61810;AT1G62910;AT1G62930;AT1G63450;AT1G64810;AT1G66345;AT1G66730;AT1G67990;AT1G74090;AT1G76690;AT1G77130;AT1G78500;AT2G02220;AT2G07715;AT2G15090;AT2G22840;AT2G28470;AT2G30920;AT2G32120;AT2G33380;AT2G36460;AT2G37090;AT2G39140;AT2G40130;AT3G06650;AT3G07160;AT3G10950;AT3G11964;AT3G14570;AT3G16680;AT3G16840;AT3G19040;AT3G19840;AT3G24200;AT3G25110;AT3G29110;AT3G29190;AT3G43220;AT3G43920;AT3G44890;AT3G45140;AT3G46610;AT3G47450;AT3G58110;AT3G59100;AT3G60750;AT4G00550;AT4G02130;AT4G12440;AT4G14880;AT4G21060;AT4G24010;AT4G24770;AT4G26520;AT4G27030;AT4G29060;AT4G30350;AT4G30580;AT4G33330;AT4G34110;AT4G34230;AT4G39280;AT5G04230;AT5G05460;AT5G14580;AT5G16910;AT5G20320;AT5G20990;AT5G23150;AT5G23880;AT5G24350;AT5G27410;AT5G27640;AT5G28030;AT5G38450;AT5G38830;AT5G39920;AT5G45140;AT5G45900;AT5G48180;AT5G49030;AT5G51070;AT5G52040;AT5G53120;AT5G55250;AT5G57160;AT5G62290;AT5G64140	313.605	13.702517104531916	0.31249501761770376	1.0	200	592	200	1.0
CG	loss	GO:0009059	macromolecule biosynthetic process	58	AT1G04950;AT1G05490;AT1G05570;AT1G10490;AT1G16900;AT1G28560;AT1G62910;AT1G62930;AT1G63450;AT1G64810;AT1G66345;AT1G66730;AT1G77130;AT2G07715;AT2G22840;AT2G32120;AT2G37090;AT2G39140;AT2G40130;AT3G07160;AT3G10950;AT3G11964;AT3G14570;AT3G16680;AT3G16840;AT3G19040;AT3G19840;AT3G43920;AT3G44890;AT3G46610;AT3G59100;AT4G02130;AT4G21060;AT4G24010;AT4G24770;AT4G29060;AT4G30350;AT4G33330;AT4G34110;AT4G39280;AT5G05460;AT5G14580;AT5G16910;AT5G20320;AT5G23150;AT5G23880;AT5G24350;AT5G27640;AT5G38830;AT5G39920;AT5G45140;AT5G45900;AT5G49030;AT5G51070;AT5G52040;AT5G57160;AT5G62290;AT5G64140	181.055	11.518332127525992	0.32034464665433154	1.0	200	592	200	1.0
CG	loss	GO:0009060	aerobic respiration	8	AT1G53240;AT1G53310;AT2G36460;AT2G42600;AT3G22960;AT4G26520;AT4G32840;AT5G61580	14.2	3.4871191548325426	0.5633802816901409	0.9751243781094527	195	592	200	1.0
CG	loss	GO:0009100	glycoprotein metabolic process	6	AT1G16900;AT1G63450;AT3G26380;AT4G21060;AT5G05460;AT5G43710	10.85	3.142849025963544	0.5529953917050692	0.9701492537313433	194	592	200	1.0
CG	loss	GO:0009101	glycoprotein biosynthetic process	4	AT1G16900;AT1G63450;AT4G21060;AT5G05460	10.37	3.0435341299219907	0.3857280617164899	0.9950248756218906	199	592	200	1.0
CG	loss	GO:0009117	nucleotide metabolic process	10	AT2G02220;AT2G36460;AT3G10370;AT3G22960;AT4G08920;AT4G12440;AT4G26520;AT4G32840;AT5G35790;AT5G61580	20.23	3.9783287948584607	0.49431537320810676	1.0	200	592	200	1.0
CG	loss	GO:0009132	nucleoside diphosphate metabolic process	5	AT2G36460;AT3G22960;AT4G26520;AT4G32840;AT5G61580	5.815	2.2892739023541924	0.8598452278589853	0.7064676616915423	141	592	200	1.0
CG	loss	GO:0009134	nucleoside diphosphate catabolic process	5	AT2G36460;AT3G22960;AT4G26520;AT4G32840;AT5G61580	5.51	2.19086740812857	0.9074410163339384	0.6716417910447762	134	592	200	1.0
CG	loss	GO:0009135	purine nucleoside diphosphate metabolic process	5	AT2G36460;AT3G22960;AT4G26520;AT4G32840;AT5G61580	5.755	2.259419173150481	0.8688097306689835	0.7014925373134329	140	592	200	1.0
CG	loss	GO:0009137	purine nucleoside diphosphate catabolic process	5	AT2G36460;AT3G22960;AT4G26520;AT4G32840;AT5G61580	5.51	2.19086740812857	0.9074410163339384	0.6716417910447762	134	592	200	1.0
CG	loss	GO:0009141	nucleoside triphosphate metabolic process	5	AT2G36460;AT3G22960;AT4G26520;AT4G32840;AT5G61580	8.7	2.8913664589601944	0.574712643678161	0.945273631840796	189	592	200	1.0
CG	loss	GO:0009144	purine nucleoside triphosphate metabolic process	5	AT2G36460;AT3G22960;AT4G26520;AT4G32840;AT5G61580	7.865	2.739849448418652	0.6357279084551811	0.9104477611940298	182	592	200	1.0
CG	loss	GO:0009150	purine ribonucleotide metabolic process	7	AT2G02220;AT2G36460;AT3G22960;AT4G12440;AT4G26520;AT4G32840;AT5G61580	11.87	3.198921693321049	0.5897219882055603	0.9552238805970149	191	592	200	1.0
CG	loss	GO:0009154	purine ribonucleotide catabolic process	5	AT2G36460;AT3G22960;AT4G26520;AT4G32840;AT5G61580	5.51	2.19086740812857	0.9074410163339384	0.6716417910447762	134	592	200	1.0
CG	loss	GO:0009166	nucleotide catabolic process	5	AT2G36460;AT3G22960;AT4G26520;AT4G32840;AT5G61580	5.785	2.2357940423929934	0.8643042350907519	0.7114427860696517	142	592	200	1.0
